date,ticker,replyCount_keywords,retweetCount_keywords,likeCount_keywords,tweetCount_keywords,sent_tweeteval_keywords,sent_finbert_keywords,replyCount_cashtags,retweetCount_cashtags,likeCount_cashtags,tweetCount_cashtags,sent_tweeteval_cashtags,sent_finbert_cashtags
2015-01-01,AAPL,909.0,8294.0,21525.0,29.0,0.4692035525257277,0.028987191552028866,20.0,258.0,141.0,3.0,0.4518698476668861,0.09303493292509828
2015-01-01,AMZN,945.0,1678.0,7471.0,4.0,0.8189381122732796,0.036089208710154634,17.0,111.0,68.0,2.0,-0.744340512687258,-0.8397645599711524
2015-01-01,BRK-A,6.0,120.0,140.0,1.0,-0.003747321665287004,-0.0030174404382706035,,,,,,
2015-01-01,FB,1484.0,14942.0,46961.0,45.0,0.016630110560498373,-0.08824523490340129,19.0,234.0,140.0,4.0,0.46765124387481494,0.10580296655177697
2015-01-01,GOOGL,1888.0,9210.0,22549.0,29.0,0.4245976941204516,0.02213066895359818,5.0,34.0,22.0,1.0,0.2582993358373642,0.035511864349246004
2015-01-01,MSFT,831.0,5111.0,8712.0,22.0,0.5436663900361026,0.04433505027287309,0.0,7.0,11.0,1.0,0.4116225820034742,0.13165687210857868
2015-01-01,TSLA,14.0,359.0,531.0,1.0,0.4075930286198854,-0.011752568185329396,3.0,6.0,13.0,1.0,-0.7489833422005177,-0.7319339010864497
2015-01-02,AAPL,2623.0,27929.0,52648.0,35.0,0.2674575099273058,-0.09138243571440692,,,,,,
2015-01-02,AMZN,188.0,302.0,1554.0,6.0,-0.15665052775081925,-0.07716227304069448,,,,,,
2015-01-02,FB,3219.0,19980.0,54918.0,67.0,0.24307457729099166,-0.038234316361523135,,,,,,
2015-01-02,GME,12.0,490.0,494.0,2.0,-0.06128306450640278,0.07265030532106144,,,,,,
2015-01-02,GOOGL,2872.0,11346.0,41826.0,41.0,0.5142488045194592,0.01950719418906933,,,,,,
2015-01-02,JPM,,,,,,,2.0,13.0,20.0,1.0,0.09342148527503011,-0.05176999047398571
2015-01-02,MSFT,1184.0,7918.0,16527.0,32.0,0.1776525557780076,-0.046269889444628225,,,,,,
2015-01-02,TSLA,9.0,55.0,189.0,1.0,0.36694204993546015,-0.004544734954834005,3.0,5.0,13.0,1.0,0.0019108317792416035,0.1861721687018871
2015-01-05,AAPL,9287.0,42116.0,96553.0,123.0,0.38408937270812327,-0.03780340061666624,44.0,385.0,309.0,9.0,0.4962979985609636,0.07496292886518058
2015-01-05,AMZN,485.0,3282.0,9009.0,19.0,0.07598597088395465,-0.10546861064158465,,,,,,
2015-01-05,FB,12361.0,79566.0,175037.0,208.0,0.25136267132808976,-0.05365596522838873,42.0,339.0,269.0,6.0,0.4960549023096868,0.10045549033506629
2015-01-05,GME,72.0,2912.0,4497.0,1.0,-0.3089263699948788,0.0195377059280872,,,,,,
2015-01-05,GOOGL,18136.0,70392.0,148528.0,128.0,0.4507329490094566,0.017818823901347935,3.0,14.0,17.0,1.0,0.09106119535863401,0.024242518469691297
2015-01-05,JPM,,,,,,,1.0,8.0,18.0,1.0,0.1923621185123921,0.049102044664323295
2015-01-05,MSFT,4352.0,32561.0,44252.0,70.0,0.16220436593312695,-0.003788135510118042,4.0,31.0,31.0,1.0,0.8266495810821652,0.4207206396386028
2015-01-05,TSLA,13.0,134.0,121.0,1.0,0.4935838878154756,0.0726573783904314,3.0,14.0,17.0,1.0,0.09106119535863401,0.024242518469691297
2015-01-06,AAPL,2543.0,15297.0,33260.0,53.0,0.5480561669187389,0.043760158722304085,,,,,,
2015-01-06,AMZN,286.0,1836.0,3874.0,11.0,0.5127630208511915,0.03982488131710307,,,,,,
2015-01-06,FB,4068.0,27765.0,61839.0,73.0,0.43192890214144375,-0.014584981216756991,1.0,28.0,34.0,2.0,0.5088846734104057,0.020934869286914695
2015-01-06,GOOGL,2764.0,9744.0,32177.0,42.0,0.6508985496605386,0.02861897309845393,,,,,,
2015-01-06,MSFT,962.0,5382.0,14468.0,36.0,0.05977876202288895,-0.07871542479337533,,,,,,
2015-01-06,TSLA,92.0,1646.0,1781.0,6.0,0.34696651330487194,0.10266089852060446,,,,,,
2015-01-07,AAPL,4276.0,15629.0,19525.0,36.0,0.5633458207151273,0.058625058602794974,,,,,,
2015-01-07,AMZN,91.0,321.0,2098.0,5.0,0.7990494027933422,0.05969543193118431,,,,,,
2015-01-07,FB,2274.0,25112.0,37845.0,61.0,0.5344623811610947,0.0010849403784449277,9.0,124.0,48.0,1.0,0.682087484980002,0.879102446138859
2015-01-07,GME,29.0,68.0,425.0,1.0,0.9881942566717046,0.5732643473893405,,,,,,
2015-01-07,GOOGL,4499.0,21333.0,54353.0,48.0,0.5096246427258546,0.0018272994592817469,,,,,,
2015-01-07,MSFT,1906.0,18297.0,18856.0,48.0,-0.4294680355744968,-0.4076116174429505,,,,,,
2015-01-07,TSLA,,,,,,,5.0,108.0,88.0,1.0,0.8046734156087042,0.5522045716643333
2015-01-08,AAPL,1373.0,9219.0,22966.0,49.0,0.028620722520270245,-0.1711304230796576,,,,,,
2015-01-08,AMZN,29.0,396.0,1423.0,3.0,-0.14201850782908307,-0.21975579224806982,,,,,,
2015-01-08,FB,2324.0,23989.0,50618.0,56.0,0.3431600280104107,0.007106084449351903,5.0,34.0,16.0,1.0,0.8305303696542978,0.7304289229214191
2015-01-08,GOOGL,1703.0,11273.0,22911.0,38.0,0.22840673531407768,0.020599249462028877,,,,,,
2015-01-08,MSFT,1427.0,8386.0,13718.0,39.0,-0.06557855877798684,-0.09863030087910264,,,,,,
2015-01-09,AAPL,2335.0,17448.0,26891.0,54.0,0.6161998490634599,0.06588283948150755,6.0,23.0,42.0,2.0,-0.0015327388048172674,-0.013348507806658758
2015-01-09,AMZN,393.0,2363.0,2863.0,9.0,-0.21512087487290152,-0.04110910783916034,,,,,,
2015-01-09,FB,2542.0,19190.0,42816.0,57.0,0.23800491275784386,-0.011056443322491531,,,,,,
2015-01-09,GOOGL,2886.0,18146.0,45123.0,46.0,0.5017435985591729,0.05185109577772414,,,,,,
2015-01-09,MSFT,1615.0,11098.0,19485.0,38.0,0.08703639185078754,-0.048347346877144655,,,,,,
2015-01-12,AAPL,6630.0,88050.0,134819.0,123.0,0.35477016225564323,-0.061974497754845266,14.0,166.0,104.0,4.0,0.8547212176983628,0.6560962183400989
2015-01-12,AMZN,756.0,6728.0,13850.0,33.0,0.08192227394150815,0.02101222475371607,10.0,17.0,25.0,2.0,-0.26995230681802096,-0.36251830476287167
2015-01-12,BRK-A,11.0,237.0,281.0,1.0,0.2085223472677171,0.006701314821839302,,,,,,
2015-01-12,FB,11053.0,71199.0,155456.0,181.0,0.23056991305783753,-0.029103441747976896,11.0,82.0,80.0,5.0,0.47537199018962006,0.07046909217091131
2015-01-12,GOOGL,9007.0,45922.0,113571.0,111.0,0.45593611814708807,-0.021049040447965628,6.0,42.0,49.0,3.0,0.34788239819722044,0.013077468963132983
2015-01-12,JPM,,,,,,,3.0,82.0,79.0,5.0,0.0597282141479182,0.14369024864087507
2015-01-12,MSFT,3488.0,27571.0,63645.0,71.0,-0.15224255913877374,-0.2696846332760197,,,,,,
2015-01-12,TSLA,258.0,1040.0,1875.0,6.0,0.3220757609212114,0.044224021958995705,10.0,70.0,50.0,3.0,0.26316133965674327,-0.05200944089471069
2015-01-13,AAPL,3498.0,19275.0,45508.0,46.0,-0.060280103168947156,-0.06855487899569325,,,,,,
2015-01-13,AMZN,592.0,1880.0,6812.0,13.0,0.13312745415612987,0.06362782274331058,0.0,10.0,17.0,1.0,0.6161380293779075,0.1863309629261494
2015-01-13,FB,3045.0,22771.0,49829.0,62.0,0.08829607097550457,0.04097645626756743,,,,,,
2015-01-13,GOOGL,2231.0,9513.0,24743.0,42.0,0.29305526819541267,-0.04810474418017922,,,,,,
2015-01-13,MSFT,1847.0,21155.0,44803.0,41.0,-0.033367255698089154,-0.2201238855078766,,,,,,
2015-01-13,TSLA,71.0,310.0,771.0,3.0,0.24950154170024993,0.06426296949672239,,,,,,
2015-01-14,AAPL,2394.0,18560.0,32649.0,54.0,0.5642872396033372,0.01332147721904853,,,,,,
2015-01-14,AMZN,257.0,1438.0,5655.0,7.0,0.8079581720921272,0.0002461816902855719,2.0,34.0,14.0,1.0,0.85532131139189,0.9286547731608152
2015-01-14,FB,3129.0,20693.0,34093.0,64.0,0.08632935748499707,-0.19421324396121256,,,,,,
2015-01-14,GOOGL,4688.0,29323.0,76083.0,72.0,0.6009382533901706,0.032613905227002804,,,,,,
2015-01-14,JPM,,,,,,,5.0,73.0,37.0,2.0,-0.30268617272377013,-0.7541083358228207
2015-01-14,MSFT,2584.0,15202.0,24178.0,48.0,0.11974304688798618,-0.03724802225095325,,,,,,
2015-01-14,TSLA,83.0,530.0,1410.0,3.0,0.35508262555466136,0.05842252882235943,,,,,,
2015-01-15,AAPL,2236.0,13558.0,28767.0,50.0,0.20604237499043548,-0.012889134292318317,,,,,,
2015-01-15,AMZN,219.0,1467.0,2885.0,8.0,0.34524603031038986,0.03355929276637606,,,,,,
2015-01-15,FB,7704.0,25477.0,34796.0,50.0,0.23587437667712824,-0.011001759116288763,,,,,,
